height,weight,bust,waist,hip,shape,img
65,129.7,45,38,33,apple,ml\training_data\apple\482.png
69,99.8,32,38,32,apple,ml\training_data\apple\483.png
70,136.1,42,38,34,apple,ml\training_data\apple\484.png
67,102.0,33,36,33,apple,ml\training_data\apple\485.png
70,129.6,33,40,37,apple,ml\training_data\apple\486.png
66,114.3,40,38,32,apple,ml\training_data\apple\487.png
69,121.2,40,40,32,apple,ml\training_data\apple\488.png
65,121.5,43,40,32,apple,ml\training_data\apple\489.png
69,116.7,33,38,35,apple,ml\training_data\apple\490.png
70,132.6,40,40,34,apple,ml\training_data\apple\491.png
66,110.4,34,40,34,apple,ml\training_data\apple\492.png
68,112.6,34,38,34,apple,ml\training_data\apple\493.png
67,137.8,41,38,36,apple,ml\training_data\apple\494.png
69,109.6,34,38,33,apple,ml\training_data\apple\495.png
66,127.5,37,40,36,apple,ml\training_data\apple\496.png
69,129.1,38,38,35,apple,ml\training_data\apple\497.png
68,127.3,38,38,35,apple,ml\training_data\apple\498.png
65,133.2,40,40,36,apple,ml\training_data\apple\499.png
67,109.3,34,36,34,apple,ml\training_data\apple\500.png
65,133.5,44,40,34,apple,ml\training_data\apple\501.png
67,100.2,33,40,32,apple,ml\training_data\apple\502.png
67,121.1,42,38,32,apple,ml\training_data\apple\503.png
67,134.1,37,40,37,apple,ml\training_data\apple\504.png
68,134.8,41,38,35,apple,ml\training_data\apple\505.png
68,100.5,33,38,32,apple,ml\training_data\apple\506.png
67,127.2,40,40,34,apple,ml\training_data\apple\507.png
65,109.5,40,34,32,apple,ml\training_data\apple\508.png
67,121.9,41,36,33,apple,ml\training_data\apple\509.png
68,131.5,41,40,34,apple,ml\training_data\apple\510.png
69,145.2,40,40,37,apple,ml\training_data\apple\511.png
67,138.9,37,40,38,apple,ml\training_data\apple\512.png
67,114.8,35,40,34,apple,ml\training_data\apple\513.png
67,116.1,40,38,32,apple,ml\training_data\apple\514.png
68,123.7,41,36,33,apple,ml\training_data\apple\515.png
65,122.8,32,40,38,apple,ml\training_data\apple\516.png
66,135.0,40,40,36,apple,ml\training_data\apple\517.png
70,128.6,39,38,34,apple,ml\training_data\apple\518.png
69,152.5,41,40,38,apple,ml\training_data\apple\519.png
65,100.6,32,36,34,apple,ml\training_data\apple\520.png
66,134.8,38,40,37,apple,ml\training_data\apple\521.png
68,129.4,44,40,32,apple,ml\training_data\apple\522.png
67,117.1,41,36,32,apple,ml\training_data\apple\523.png
69,104.8,34,38,32,apple,ml\training_data\apple\524.png
69,121.8,37,38,34,apple,ml\training_data\apple\525.png
69,128.2,44,36,32,apple,ml\training_data\apple\526.png
65,114.8,39,38,33,apple,ml\training_data\apple\527.png
68,119.4,40,40,32,apple,ml\training_data\apple\528.png
69,132.8,42,36,34,apple,ml\training_data\apple\529.png
68,107.0,35,40,32,apple,ml\training_data\apple\530.png
68,132.3,40,38,35,apple,ml\training_data\apple\531.png
67,109.8,33,40,34,apple,ml\training_data\apple\532.png
69,111.3,36,40,32,apple,ml\training_data\apple\533.png
68,120.2,39,38,33,apple,ml\training_data\apple\534.png
65,121.7,36,38,36,apple,ml\training_data\apple\535.png
70,117.9,36,40,33,apple,ml\training_data\apple\536.png
66,123.7,38,38,35,apple,ml\training_data\apple\537.png
65,130.3,35,40,38,apple,ml\training_data\apple\538.png
67,156.3,44,40,38,apple,ml\training_data\apple\539.png
65,109.4,33,38,35,apple,ml\training_data\apple\540.png
68,115.4,39,38,32,apple,ml\training_data\apple\541.png
69,125.6,36,40,35,apple,ml\training_data\apple\542.png
69,129.7,44,38,32,apple,ml\training_data\apple\543.png
67,129.2,42,36,34,apple,ml\training_data\apple\544.png
69,113.1,36,36,33,apple,ml\training_data\apple\545.png
67,123.4,41,38,33,apple,ml\training_data\apple\546.png
68,122.4,43,34,32,apple,ml\training_data\apple\547.png
66,113.1,37,40,33,apple,ml\training_data\apple\548.png
66,135.1,42,40,35,apple,ml\training_data\apple\549.png
67,128.0,39,38,35,apple,ml\training_data\apple\550.png
70,127.1,32,40,37,apple,ml\training_data\apple\551.png
67,109.9,35,40,33,apple,ml\training_data\apple\552.png
65,128.4,40,40,35,apple,ml\training_data\apple\553.png
70,124.8,40,36,33,apple,ml\training_data\apple\554.png
69,109.8,36,38,32,apple,ml\training_data\apple\555.png
66,112.7,33,40,35,apple,ml\training_data\apple\556.png
65,124.4,39,38,35,apple,ml\training_data\apple\557.png
67,144.0,41,40,37,apple,ml\training_data\apple\558.png
65,92.6,32,38,32,apple,ml\training_data\apple\559.png
65,99.5,36,34,32,apple,ml\training_data\apple\560.png
69,122.0,39,38,33,apple,ml\training_data\apple\561.png
65,126.7,38,38,36,apple,ml\training_data\apple\562.png
69,103.8,33,40,32,apple,ml\training_data\apple\563.png
66,127.1,33,40,38,apple,ml\training_data\apple\564.png
70,135.9,40,38,35,apple,ml\training_data\apple\565.png
65,107.3,36,38,33,apple,ml\training_data\apple\566.png
69,137.7,37,40,37,apple,ml\training_data\apple\567.png
65,112.0,41,34,32,apple,ml\training_data\apple\568.png
70,118.5,40,34,32,apple,ml\training_data\apple\569.png
67,154.0,45,40,37,apple,ml\training_data\apple\570.png
67,97.2,33,36,32,apple,ml\training_data\apple\571.png
69,133.0,44,36,33,apple,ml\training_data\apple\572.png
65,131.2,45,40,33,apple,ml\training_data\apple\573.png
65,113.6,36,40,34,apple,ml\training_data\apple\574.png
68,121.2,33,40,36,apple,ml\training_data\apple\575.png
65,120.7,35,40,36,apple,ml\training_data\apple\576.png
66,108.9,34,38,34,apple,ml\training_data\apple\577.png
67,118.6,41,38,32,apple,ml\training_data\apple\578.png
69,110.8,37,36,32,apple,ml\training_data\apple\579.png
69,118.2,33,40,35,apple,ml\training_data\apple\580.png
69,114.4,34,38,34,apple,ml\training_data\apple\581.png
69,113.6,35,40,33,apple,ml\training_data\apple\582.png
67,144.4,45,40,35,apple,ml\training_data\apple\583.png
68,126.3,37,40,35,apple,ml\training_data\apple\584.png
66,100.2,33,36,33,apple,ml\training_data\apple\585.png
65,108.3,37,36,33,apple,ml\training_data\apple\586.png
65,92.0,33,34,32,apple,ml\training_data\apple\587.png
68,147.0,44,38,36,apple,ml\training_data\apple\588.png
66,130.4,42,40,34,apple,ml\training_data\apple\589.png
65,102.3,34,38,33,apple,ml\training_data\apple\590.png
67,143.9,39,40,38,apple,ml\training_data\apple\591.png
66,138.6,44,38,35,apple,ml\training_data\apple\592.png
65,108.1,35,36,34,apple,ml\training_data\apple\593.png
69,116.7,40,34,32,apple,ml\training_data\apple\594.png
65,117.3,40,38,33,apple,ml\training_data\apple\595.png
65,105.8,36,36,33,apple,ml\training_data\apple\596.png
69,130.6,38,40,35,apple,ml\training_data\apple\597.png
65,111.0,40,36,32,apple,ml\training_data\apple\598.png
66,105.8,36,40,32,apple,ml\training_data\apple\599.png
66,128.2,45,40,32,apple,ml\training_data\apple\600.png
67,141.8,42,40,36,apple,ml\training_data\apple\601.png
66,125.2,45,36,32,apple,ml\training_data\apple\602.png
66,120.0,34,40,36,apple,ml\training_data\apple\603.png
66,119.8,32,40,37,apple,ml\training_data\apple\604.png
66,122.9,39,40,34,apple,ml\training_data\apple\605.png
68,140.9,39,40,37,apple,ml\training_data\apple\606.png
68,117.9,40,38,32,apple,ml\training_data\apple\607.png
66,119.9,39,36,34,apple,ml\training_data\apple\608.png
66,124.9,41,36,34,apple,ml\training_data\apple\609.png
70,129.8,42,36,33,apple,ml\training_data\apple\610.png
66,121.0,35,38,36,apple,ml\training_data\apple\611.png
70,112.6,37,36,32,apple,ml\training_data\apple\612.png
65,134.3,43,38,35,apple,ml\training_data\apple\613.png
68,116.7,37,40,33,apple,ml\training_data\apple\614.png
66,105.6,34,40,33,apple,ml\training_data\apple\615.png
67,95.7,33,34,32,apple,ml\training_data\apple\616.png
70,128.4,37,38,35,apple,ml\training_data\apple\617.png
65,105.0,37,38,32,apple,ml\training_data\apple\618.png
69,138.9,40,38,36,apple,ml\training_data\apple\619.png
65,133.0,38,40,37,apple,ml\training_data\apple\620.png
68,99.0,33,36,32,apple,ml\training_data\apple\621.png
67,105.8,32,38,34,apple,ml\training_data\apple\622.png
65,128.2,38,40,36,apple,ml\training_data\apple\623.png
65,135.3,37,40,38,apple,ml\training_data\apple\624.png
70,122.5,41,36,32,apple,ml\training_data\apple\625.png
70,112.2,33,36,34,apple,ml\training_data\apple\626.png
69,120.5,32,40,36,apple,ml\training_data\apple\627.png
69,132.6,33,40,38,apple,ml\training_data\apple\628.png
66,118.3,41,40,32,apple,ml\training_data\apple\629.png
67,137.0,42,40,35,apple,ml\training_data\apple\630.png
70,109.7,32,36,34,apple,ml\training_data\apple\631.png
68,127.5,40,38,34,apple,ml\training_data\apple\632.png
67,113.4,37,38,33,apple,ml\training_data\apple\633.png
67,112.6,38,40,32,apple,ml\training_data\apple\634.png
67,117.6,40,40,32,apple,ml\training_data\apple\635.png
68,114.9,40,34,32,apple,ml\training_data\apple\636.png
66,116.2,35,38,35,apple,ml\training_data\apple\637.png
70,116.2,34,38,34,apple,ml\training_data\apple\638.png
66,111.8,39,38,32,apple,ml\training_data\apple\639.png
70,114.7,34,36,34,apple,ml\training_data\apple\640.png
68,110.1,33,38,34,apple,ml\training_data\apple\641.png
69,109.4,32,38,34,apple,ml\training_data\apple\642.png
69,145.4,42,40,36,apple,ml\training_data\apple\643.png
69,129.5,42,38,33,apple,ml\training_data\apple\644.png
70,115.1,38,36,32,apple,ml\training_data\apple\645.png
67,141.6,40,40,37,apple,ml\training_data\apple\646.png
67,124.7,39,40,34,apple,ml\training_data\apple\647.png
69,108.6,33,40,33,apple,ml\training_data\apple\648.png
70,107.6,35,36,32,apple,ml\training_data\apple\649.png
67,123.2,39,38,34,apple,ml\training_data\apple\650.png
66,109.3,38,38,32,apple,ml\training_data\apple\651.png
68,123.7,34,40,36,apple,ml\training_data\apple\652.png
65,119.8,41,38,33,apple,ml\training_data\apple\653.png
69,133.5,43,40,33,apple,ml\training_data\apple\654.png
70,139.4,35,40,38,apple,ml\training_data\apple\655.png
65,101.3,33,40,33,apple,ml\training_data\apple\656.png
67,112.1,39,36,32,apple,ml\training_data\apple\657.png
70,116.0,32,38,35,apple,ml\training_data\apple\658.png
65,118.3,41,36,33,apple,ml\training_data\apple\659.png
70,116.1,39,34,32,apple,ml\training_data\apple\660.png
66,132.1,35,40,38,apple,ml\training_data\apple\661.png
69,100.8,33,36,32,apple,ml\training_data\apple\662.png
68,146.1,43,40,36,apple,ml\training_data\apple\663.png
69,130.5,43,36,33,apple,ml\training_data\apple\664.png
65,133.0,45,36,34,apple,ml\training_data\apple\665.png
66,103.2,33,40,33,apple,ml\training_data\apple\666.png
70,110.4,33,40,33,apple,ml\training_data\apple\667.png
66,113.3,39,40,32,apple,ml\training_data\apple\668.png
67,104.3,32,36,34,apple,ml\training_data\apple\669.png
66,131.5,45,38,33,apple,ml\training_data\apple\670.png
65,118.1,39,36,34,apple,ml\training_data\apple\671.png
67,131.6,36,40,37,apple,ml\training_data\apple\672.png
67,127.6,44,40,32,apple,ml\training_data\apple\673.png
66,129.1,44,38,33,apple,ml\training_data\apple\674.png
68,113.6,35,36,34,apple,ml\training_data\apple\675.png
67,124.9,41,40,33,apple,ml\training_data\apple\676.png
69,125.3,32,40,37,apple,ml\training_data\apple\677.png
69,119.2,41,34,32,apple,ml\training_data\apple\678.png
66,124.6,32,40,38,apple,ml\training_data\apple\679.png
67,119.3,33,40,36,apple,ml\training_data\apple\680.png
66,137.3,39,40,37,apple,ml\training_data\apple\681.png
66,115.1,39,36,33,apple,ml\training_data\apple\682.png
68,158.1,44,40,38,apple,ml\training_data\apple\683.png
68,148.4,42,40,37,apple,ml\training_data\apple\684.png
65,97.4,32,38,33,apple,ml\training_data\apple\685.png
69,150.0,40,40,38,apple,ml\training_data\apple\686.png
66,123.9,40,38,34,apple,ml\training_data\apple\687.png
68,113.9,39,36,32,apple,ml\training_data\apple\688.png
66,127.3,35,40,37,apple,ml\training_data\apple\689.png
68,124.0,38,40,34,apple,ml\training_data\apple\690.png
67,147.7,45,38,36,apple,ml\training_data\apple\691.png
66,92.9,32,36,32,apple,ml\training_data\apple\692.png
68,106.1,32,36,34,apple,ml\training_data\apple\693.png
68,123.8,36,40,35,apple,ml\training_data\apple\694.png
65,103.5,37,36,32,apple,ml\training_data\apple\695.png
69,141.4,41,38,36,apple,ml\training_data\apple\696.png
68,109.0,37,36,32,apple,ml\training_data\apple\697.png
69,124.2,43,34,32,apple,ml\training_data\apple\698.png
70,131.9,32,40,38,apple,ml\training_data\apple\699.png
68,129.8,39,38,35,apple,ml\training_data\apple\700.png
68,102.8,32,38,33,apple,ml\training_data\apple\701.png
69,120.7,41,36,32,apple,ml\training_data\apple\702.png
67,112.1,32,40,35,apple,ml\training_data\apple\703.png
68,128.7,43,36,33,apple,ml\training_data\apple\704.png
67,122.8,35,38,36,apple,ml\training_data\apple\705.png
68,155.6,43,40,38,apple,ml\training_data\apple\706.png
66,125.8,44,40,32,apple,ml\training_data\apple\707.png
68,109.3,34,40,33,apple,ml\training_data\apple\708.png
67,124.1,33,40,37,apple,ml\training_data\apple\709.png
65,119.4,44,34,32,apple,ml\training_data\apple\710.png
65,115.0,41,38,32,apple,ml\training_data\apple\711.png
69,126.0,40,40,33,apple,ml\training_data\apple\712.png
69,124.7,42,38,32,apple,ml\training_data\apple\713.png
70,124.0,41,38,32,apple,ml\training_data\apple\714.png
69,135.5,45,36,33,apple,ml\training_data\apple\715.png
70,144.7,41,40,36,apple,ml\training_data\apple\716.png
69,112.1,35,38,33,apple,ml\training_data\apple\717.png
70,146.8,38,40,38,apple,ml\training_data\apple\718.png
67,132.0,40,40,35,apple,ml\training_data\apple\719.png
69,130.8,40,40,34,apple,ml\training_data\apple\720.png
69,107.3,35,38,32,apple,ml\training_data\apple\721.png
68,108.8,35,36,33,apple,ml\training_data\apple\722.png
70,142.0,38,40,37,apple,ml\training_data\apple\723.png
66,93.9,33,34,32,apple,ml\training_data\apple\724.png
65,137.8,38,40,38,apple,ml\training_data\apple\725.png
70,119.0,39,38,32,apple,ml\training_data\apple\726.png
65,123.0,34,40,37,apple,ml\training_data\apple\727.png
69,140.2,38,40,37,apple,ml\training_data\apple\728.png
65,106.1,33,40,34,apple,ml\training_data\apple\729.png
70,127.3,41,36,33,apple,ml\training_data\apple\730.png
68,128.8,38,40,35,apple,ml\training_data\apple\731.png
66,139.9,42,40,36,apple,ml\training_data\apple\732.png
70,134.5,35,40,37,apple,ml\training_data\apple\733.png
69,126.6,37,38,35,apple,ml\training_data\apple\734.png
68,112.0,37,40,32,apple,ml\training_data\apple\735.png
69,130.3,41,36,34,apple,ml\training_data\apple\736.png
70,142.2,40,40,36,apple,ml\training_data\apple\737.png
69,123.7,41,40,32,apple,ml\training_data\apple\738.png
67,104.7,36,36,32,apple,ml\training_data\apple\739.png
69,114.2,32,38,35,apple,ml\training_data\apple\740.png
67,116.7,37,36,34,apple,ml\training_data\apple\741.png
68,122.5,38,38,34,apple,ml\training_data\apple\742.png
69,143.3,45,40,34,apple,ml\training_data\apple\743.png
66,111.2,33,38,35,apple,ml\training_data\apple\744.png
70,120.4,37,40,33,apple,ml\training_data\apple\745.png
69,143.1,43,40,35,apple,ml\training_data\apple\746.png
66,124.1,42,38,33,apple,ml\training_data\apple\747.png
67,132.8,39,38,36,apple,ml\training_data\apple\748.png
65,116.5,41,40,32,apple,ml\training_data\apple\749.png
70,123.3,33,38,36,apple,ml\training_data\apple\750.png
69,131.6,39,38,35,apple,ml\training_data\apple\751.png
66,140.1,44,40,35,apple,ml\training_data\apple\752.png
66,100.9,34,40,32,apple,ml\training_data\apple\753.png
66,117.9,37,40,34,apple,ml\training_data\apple\754.png
68,135.7,35,40,38,apple,ml\training_data\apple\755.png
68,130.2,43,38,33,apple,ml\training_data\apple\756.png
65,111.5,39,40,32,apple,ml\training_data\apple\757.png
66,121.6,41,38,33,apple,ml\training_data\apple\758.png
69,140.8,44,40,34,apple,ml\training_data\apple\759.png
65,118.8,40,40,33,apple,ml\training_data\apple\760.png
70,123.7,37,38,34,apple,ml\training_data\apple\761.png
66,114.9,37,36,34,apple,ml\training_data\apple\762.png
65,129.3,41,38,35,apple,ml\training_data\apple\763.png
65,114.2,33,38,36,apple,ml\training_data\apple\764.png
65,122.1,40,38,34,apple,ml\training_data\apple\765.png
67,113.3,35,38,34,apple,ml\training_data\apple\766.png
70,100.1,32,36,32,apple,ml\training_data\apple\767.png
70,105.1,34,36,32,apple,ml\training_data\apple\768.png
66,134.6,36,40,38,apple,ml\training_data\apple\769.png
67,117.0,34,40,35,apple,ml\training_data\apple\770.png
66,133.8,44,38,34,apple,ml\training_data\apple\771.png
67,118.1,42,34,32,apple,ml\training_data\apple\772.png
66,142.4,43,40,36,apple,ml\training_data\apple\773.png
69,114.6,36,38,33,apple,ml\training_data\apple\774.png
67,139.5,43,40,35,apple,ml\training_data\apple\775.png
68,121.3,35,40,35,apple,ml\training_data\apple\776.png
67,134.3,39,40,36,apple,ml\training_data\apple\777.png
66,112.9,35,40,34,apple,ml\training_data\apple\778.png
66,122.4,40,36,34,apple,ml\training_data\apple\779.png
66,105.3,37,36,32,apple,ml\training_data\apple\780.png
67,123.6,43,38,32,apple,ml\training_data\apple\781.png
65,124.2,37,38,36,apple,ml\training_data\apple\782.png
69,142.5,37,40,38,apple,ml\training_data\apple\783.png
66,116.3,42,34,32,apple,ml\training_data\apple\784.png
67,132.4,44,40,33,apple,ml\training_data\apple\785.png
68,150.7,41,40,38,apple,ml\training_data\apple\786.png
66,97.7,32,36,33,apple,ml\training_data\apple\787.png
68,136.3,41,40,35,apple,ml\training_data\apple\788.png
66,143.4,44,38,36,apple,ml\training_data\apple\789.png
66,141.1,45,38,35,apple,ml\training_data\apple\790.png
69,137.0,45,38,33,apple,ml\training_data\apple\791.png
66,149.5,42,40,38,apple,ml\training_data\apple\792.png
65,125.6,42,36,34,apple,ml\training_data\apple\793.png
66,127.7,39,40,35,apple,ml\training_data\apple\794.png
70,120.0,33,40,35,apple,ml\training_data\apple\795.png
66,126.7,45,38,32,apple,ml\training_data\apple\796.png
69,144.1,44,38,35,apple,ml\training_data\apple\797.png
70,118.5,33,38,35,apple,ml\training_data\apple\798.png
68,107.8,34,38,33,apple,ml\training_data\apple\799.png
70,112.7,32,40,34,apple,ml\training_data\apple\800.png
69,119.5,38,38,33,apple,ml\training_data\apple\801.png
66,108.1,35,40,33,apple,ml\training_data\apple\802.png
69,103.3,34,36,32,apple,ml\training_data\apple\803.png
67,131.4,34,40,38,apple,ml\training_data\apple\804.png
66,121.2,37,38,35,apple,ml\training_data\apple\805.png
66,154.5,44,40,38,apple,ml\training_data\apple\806.png
65,97.0,35,34,32,apple,ml\training_data\apple\807.png
68,143.6,42,40,36,apple,ml\training_data\apple\808.png
66,104.1,34,38,33,apple,ml\training_data\apple\809.png
70,121.0,41,34,32,apple,ml\training_data\apple\810.png
66,108.8,39,34,32,apple,ml\training_data\apple\811.png
69,107.1,33,38,33,apple,ml\training_data\apple\812.png
65,108.8,36,40,33,apple,ml\training_data\apple\813.png
65,101.5,35,40,32,apple,ml\training_data\apple\814.png
69,147.9,43,40,36,apple,ml\training_data\apple\815.png
68,115.1,35,38,34,apple,ml\training_data\apple\816.png
66,111.4,35,38,34,apple,ml\training_data\apple\817.png
70,133.2,37,38,36,apple,ml\training_data\apple\818.png
65,140.3,39,40,38,apple,ml\training_data\apple\819.png
65,114.0,40,40,32,apple,ml\training_data\apple\820.png
69,147.5,39,40,38,apple,ml\training_data\apple\821.png
